Num;alim_nom_fr;alim_nom_sci;alim_grp_code;alim_grp_nom_fr;alim_ssgrp_code;alim_ssgrp_nom_fr;alim_ssssgrp_code;alim_ssssgrp_nom_fr;Energie, Règlement UE N° 1169/2011 (kJ/100 g);Energie, Règlement UE N° 1169/2011 (kcal/100 g);Energie, N x facteur Jones, avec fibres  (kJ/100 g);Energie, N x facteur Jones, avec fibres  (kcal/100 g);Eau (g/100 g);Protéines, N x facteur de Jones (g/100 g);Protéines, N x 625 (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Sucres (g/100 g);Fructose (g/100 g);Galactose (g/100 g);Glucose (g/100 g);Lactose (g/100 g);Maltose (g/100 g);Saccharose (g/100 g);Amidon (g/100 g);Fibres alimentaires (g/100 g);Polyols totaux (g/100 g);Cendres (g/100 g);Alcool (g/100 g);Acides organiques (g/100 g);AG saturés (g/100 g);AG monoinsaturés (g/100 g);AG polyinsaturés (g/100 g);AG 4:0, butyrique (g/100 g);AG 6:0, caproïque (g/100 g);AG 8:0, caprylique (g/100 g);AG 10:0, caprique (g/100 g);AG 12:0, laurique (g/100 g);AG 14:0, myristique (g/100 g);AG 16:0, palmitique (g/100 g);AG 18:0, stéarique (g/100 g);AG 18:1 9c (n-9), oléique (g/100 g);AG 18:2 9c,12c (n-6), linoléique (g/100 g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g);Cholestérol (mg/100 g);Sel chlorure de sodium (g/100 g);Calcium (mg/100 g);Chlorure (mg/100 g);Cuivre (mg/100 g);Fer (mg/100 g);Iode (µg/100 g);Magnésium (mg/100 g);Manganèse (mg/100 g);Phosphore (mg/100 g);Potassium (mg/100 g);Sélénium (µg/100 g);Sodium (mg/100 g);Zinc (mg/100 g);Rétinol (µg/100 g);Beta-Carotène (µg/100 g);Vitamine D (µg/100 g);Vitamine E (mg/100 g);Vitamine K1 (µg/100 g);Vitamine K2 (µg/100 g);Vitamine C (mg/100 g);Vitamine B1 ou Thiamine (mg/100 g);Vitamine B2 ou Riboflavine (mg/100 g);Vitamine B3 ou PP ou Niacine (mg/100 g);Vitamine B5 ou Acide pantothénique (mg/100 g)
174;Compote, tout type de fruits, allégée en sucres;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020402;compotes et assimilés;279;66;279;66;82,9;< 0,5;< 0,5;15,3;0,08;14,6;6,92;< 0,1;3,32;< 0,1;< 0,1;4,34;0,23;1,6;0,5;0,27;0;0,2;0,037;0,016;0,012;-;-;-;-;0,0016;0,0029;0,019;-;0,013;0,0098;0,0018;-;< 0,000056;0,000075;0;< 0,013;6,2;< 20;0,04;0,14;0,1;5,5;0,08;11;140;< 20;< 5;< 0,05;0;99,3;< 0,25;0,53;< 0,8;-;11,5;< 0,015;< 0,01;< 0,1;0,095
175;Rhubarbe, tige, cuite, sucrée;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020402;compotes et assimilés;-;-;-;-;67,8;0,39;0,39;29,2;0,05;28,7;-;-;-;-;-;-;-;2;-;0,56;0;-;0,014;0,01;0,025;0;0;0;0;0;0;0,012;0,001;-;-;-;-;0;0;0;0,0025;145;-;0,027;0,21;0,3;12;0,073;8;96;-;1;0,08;0;44;0;0,19;21,1;-;3,3;0,018;0,023;0,2;0,05
176;Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;83,5;< 0,5;< 0,5;14,4;< 0,5;12,2;4,9;-;5;< 0,2;1,4;0,9;-;1,9;0,21;< 0,25;0;-;-;-;-;< 0,006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,0083;9,5;4,14;0,07;0,15;-;4,6;0,09;8,5;63;< 20;< 5;< 0,05;-;103;-;-;1,01;-;5,87;0,025;< 0,01;< 0,1;0,034
177;Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;84;< 0,5;< 0,5;14,5;0,061;12,3;4,96;-;5,12;< 0,2;1,3;0,94;0,58;1,18;-;0,21;0;-;0,009;0,012;0,028;< 0,006;-;-;-;-;-;0,006;0,002;-;-;-;-;-;-;0;0,0026;8,18;4,05;0,055;0,13;-;4,37;0,082;7,74;61,1;< 20;1,02;< 0,05;0;64,1;0;-;0,63;-;6,1;0,016;< 0,01;< 0,1;0,033
178;Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;80,4;< 0,5;< 0,5;17,4;< 0,5;13,8;4,7;-;5,7;< 0,2;2,7;0,6;-;2,1;0,21;< 0,25;0;-;-;-;-;< 0,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,032;13;5,95;0,07;0,08;-;4;0,08;9,4;75;< 20;< 5;< 0,05;-;167;-;-;< 0,8;-;0,98;0,041;< 0,01;< 0,1;0,038
179;Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;79,9;< 0,5;< 0,5;18,3;< 0,5;14,3;4,78;-;5,98;< 0,2;2,78;0,64;-;1,26;-;0,2;0;-;-;-;-;< 0,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,003;11;6,25;0,05;0,072;-;3,76;0,076;8,36;67;< 20;1,2;< 0,05;-;100;-;-;< 0,8;-;0,59;0,039;< 0,01;< 0,1;0,031
180;Pêche au sirop léger, appertisée, non égouttée;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;84,3;0,31;0,31;14,1;0,038;12,9;4,11;-;4,46;< 0,2;0,5;3,76;-;0,92;-;0,22;0;-;0,003;0,012;0,015;< 0,006;0;0;-;0;0;0,003;0;-;-;-;-;0;0;0;0,0022;9,57;13,2;0,038;0,13;< 20;4,88;0,02;9,79;100;< 20;0,9;0,054;0;155;0;0,49;< 0,8;-;3,32;< 0,01;< 0,01;0,35;0,063
181;Pêche au sirop léger, appertisée, égouttée;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;83,9;0,5;0,5;13,8;< 0,5;13,1;4,3;-;4,5;< 0,2;0,5;3,7;-;1,5;0,46;< 0,25;0;-;-;-;-;< 0,006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,033;10;13,1;0,05;0,13;< 20;5;0,02;11;100;< 20;< 5;0,05;-;254;-;-;< 0,8;-;2,78;< 0,01;< 0,01;0,37;0,071
182;Poire au sirop léger, appertisée, non égouttée;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;83,7;0,3;0,3;14,5;0,12;12,1;5,35;-;4,4;< 0,2;0,78;1,56;-;1,23;-;0,16;0;-;0,002;0,006;0,007;0;0;0;-;0;0;0,001;0;-;-;-;-;0;0;0;0,013;5;-;0,049;0,28;-;4;0,033;7;66;-;5;0,08;0;0;0;0,08;0,3;-;0,7;0,01;0,016;0,15;0,022
183;Ananas au sirop léger, appertisé, égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;82;< 0,5;< 0,5;15,9;< 0,5;15,9;5,89;-;5,79;< 0,2;< 0,2;4,22;-;1,6;-;< 0,25;0;-;-;-;-;< 0,006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,0048;6,4;13,1;0,04;0,13;< 20;11;1,2;4,8;95;< 20;1,9;0,05;-;19,7;-;-;< 0,8;-;5,22;0,034;< 0,01;< 0,1;0,04
184;Ananas au jus d'ananas, appertisé, non égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;84,9;< 0,5;< 0,5;13,6;< 0,5;12,6;3,85;-;4,03;< 0,2;< 0,2;4,71;-;0,92;-;0,31;0;-;-;-;-;< 0,006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,00049;10,3;18;0,033;0,19;< 20;11,7;1,13;7,14;127;< 20;0,2;0,11;-;15,9;-;-;< 0,8;-;4,98;0,063;< 0,01;1,44;0,061
185;Abricot au sirop, appertisé, non égoutté;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020403;fruits appertisés;-;-;-;-;81,4;0,29;0,29;16,6;< 0,5;15,1;6,13;-;7,06;< 0,2;0,084;1,8;-;0,81;-;0,35;0;-;-;-;-;< 0,006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,03;11,3;< 3,6;0,036;0,11;< 20;4,8;0,02;8,66;114;< 20;12;0,035;-;114;-;-;< 0,8;-;< 0,5;-;< 0,01;0,12;0,073
186;Banane, pulpe, sèche;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;-;-;-;-;3;3,89;3,89;78,4;1,81;47,3;-;-;-;-;-;-;-;9,9;-;3,02;0;-;0,7;0,15;0,34;0;0;0,001;-;0,006;0,013;0,47;0,023;-;-;-;-;0;0;0;0,0075;22;-;0,39;1,15;3;108;0,57;74;1490;-;3;0,61;0;101;0;0,39;2;-;7;0,18;0,24;2,8;-
187;Mélange apéritif de fruits exotiques, sec;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;1640;389;1640;389;11,7;2,19;2,19;69,5;10,5;59,4;19,5;< 0,1;21,6;< 0,1;< 0,1;18,3;6,6;3,4;1,7;1,41;0;1,35;9,16;0,67;0,2;< 0,01;0,09;0,98;0,57;4,53;1,79;0,89;0,3;0,66;0,19;0,01;< 0,01;< 0,01;< 0,01;0;0,22;43;75,9;0,26;1,1;3;39;0,45;67;530;< 20;88;0,32;0;13,6;< 0,25;0,69;7,52;-;0,69;0,039;< 0,01;< 0,1;0,25
188;Canneberge ou cranberry, séchée, sucrée;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;1410;333;1410;333;14,6;< 0,5;< 0,5;76,4;1;72,8;28,4;< 0,1;32;< 0,1;0,63;11,8;< 0,35;5,7;traces;< 0,25;0;1,91;0,2;0,55;0,15;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,02;0,11;0,06;0,55;0,12;0,03;< 0,01;< 0,01;< 0,01;0;< 0,013;8;< 20;0,04;0,16;-;3,9;0,19;7,5;58;< 20;< 5;< 0,05;0;15,5;< 0,25;1,92;5,09;-;< 0,5;< 0,015;< 0,01;< 0,1;0,19
189;Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%);;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;846;200;846;200;39,3;2,31;2,31;51,1;0,4;29,9;10,3;< 0,2;14,9;< 0,2;< 0,2;4,7;< 0,35;3,5;17,6;1,96;0;1,43;0,16;0,12;0,08;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,01;0,1;0,04;0,11;0,05;0,03;< 0,01;< 0,01;< 0,01;-;< 0,013;53;< 20;0,29;0,86;< 20;32;0,19;59;980;< 20;< 5;0,3;-;21,7;< 0,25;3,45;< 0,8;-;< 0,5;< 0,015;< 0,01;0,46;0,43
190;Pêche, sèche;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;-;-;-;-;7,5;5;5;68,9;1;-;6,7;-;6,1;-;-;38,3;-;14,3;-;3,4;0;-;0,092;0,32;0,42;0;0;0;0;0;0;0,08;0,011;0,31;0,41;0,01;0,002;0;0;0;0,2;25;-;0,63;6,8;2,8;80;0,67;120;945;-;79;0,57;0;-;0;-;-;-;4,8;0,002;0,065;1,3;0,3
191;Abricot, dénoyauté, sec;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;1010;239;1010;239;24,7;2,88;2,88;59,1;0,5;34,3;10,6;< 0,2;16;< 0,2;< 0,2;7,7;< 0,35;8,3;22,6;2,51;0;1,98;0,19;0,12;0,15;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,13;0,05;0,12;0,09;0,06;< 0,01;< 0,01;< 0,01;0;< 0,013;71;< 20;0,45;1,4;< 20;41;0,27;79;1400;< 20;< 5;0,35;0;2160;< 0,25;5,52;< 0,8;-;< 0,5;< 0,015;< 0,01;1,12;0,69
192;Pomme, sèche;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;-;-;-;-;31,8;0,78;0,78;57,2;0,31;54,6;-;-;-;-;-;-;-;8,7;2,63;1,1;0;-;0,058;0,012;0,14;0;0;0;0;0,00098;0,00098;0,047;0,0084;0,01;0,11;0,029;0;0;0;0;0,22;22;-;0,12;1,4;0,8;10,5;0,15;38;450;0,5;87;0,2;0;0;0;0,53;3;-;3,9;0,065;0,13;0,76;0,27
193;Pruneau, sec;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;969;229;969;229;34,9;1,63;1,63;55,4;0,4;38,1;12,5;0;25,5;0;0,06;0,15;< 0,35;5,1;9,6;1,72;0;0,9;0,16;0,14;0,05;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,02;0,09;0,04;0,14;0,05;< 0,01;< 0,01;< 0,01;< 0,01;0;< 0,013;50;< 20;0,23;0,38;0,8;30;0,25;66;610;< 20;< 5;0,28;0;14,9;< 0,25;0,41;12,8;-;< 0,5;0,029;0,034;0,43;0,38
194;Figue, sèche;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;-;-;-;-;30,1;2,99;2,99;54,3;0,87;49,2;23,5;-;25;0;< 0,15;0,07;5,07;9,72;-;2,11;0;0,51;0,35;0,18;0,27;0;0;0;0;0;0,0065;0,12;0,031;0,18;0,22;0,02;0;0;0;0;0,22;167;-;0,27;2,12;1,1;52,5;0,4;75,1;845;< 2,2;86,3;0,51;0;6;0;0,35;15,6;-;1,2;0,085;0,096;0,68;0,43
195;Datte, pulpe et peau, sèche;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020404;fruits séchés;-;-;-;-;22,9;1,81;1,81;64,7;0,25;64,7;31,1;0;32,8;0;0,29;0,52;-;7,3;-;1,76;0;1,26;0,075;0,1;0,021;-;-;-;-;0,0009;0,0013;0,055;0,011;0,044;0,018;0,0026;-;-;-;0;0,098;44,9;61;0,22;0,9;1,4;47,3;0,3;62;696;3,05;39;0,23;0;89;0;0,46;2,7;-;3;0,04;0,075;1,41;0,79
196;Jus de citron vert bio (calibre divers), pur jus;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;91,4;0,69;0,69;-;0,46;-;-;-;-;-;-;-;-;-;-;0,053;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,7;-;-;-;-
197;Jus de moubin, pur jus, prélevé à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;85,5;0,88;0,88;-;0,19;-;-;-;-;-;-;-;-;-;-;0,69;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,1;-;-;-;-
198;Pomme liane, pulpe, crue, prélevée à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;82,6;0,88;0,88;-;0,22;-;-;-;-;-;-;-;0;-;-;1,17;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41,4;-;-;-;-
199;Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;91,1;0,44;0,44;-;0,023;-;-;-;-;-;-;-;-;-;-;0,34;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,33;-;-;-;-
200;Jacques, pulpe, cru, prélevé à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;69,9;1,98;1,98;-;0,21;-;-;-;-;-;-;-;-;-;-;0,71;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13,6;-;-;-;-
201;Jus de carambole, prélevé à la Martinique, jus filtré;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;91,6;4,52;4,52;-;0,15;-;-;-;-;-;-;-;-;-;-;0,19;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-
202;Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;84,5;0,28;0,28;13,3;0,1;7,3;1,33;-;1,2;-;-;4,77;-;1,8;-;0,06;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25,2;-;-;-;-;0;-;-;-;-
203;Jus de mandarine commune, pur jus filtré, prélevée à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;90;0,61;0,61;8,63;0,57;8,63;1,93;-;1,87;-;-;4,83;-;< 0,5;-;0,1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;< 50;-;-;-;-;26,7;-;-;-;-
204;Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique;;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;92,3;0,42;0,42;-;0,19;-;-;-;-;-;-;-;-;-;-;0,42;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35,6;-;-;-;-
205;"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique";;02;fruits, légumes, légumineuses et oléagineux;0204;fruits;020405;fruits et leurs produits de la Martinique;-;-;-;-;91,1;0,29;0,29;7,13;0,19;4,34;2,43;-;0,65;-;-;1,26;2,45;1;-;0,24;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16,5;-;-;-;-
206;Orge perlée, bouilli/cuite à l'eau, non salée;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;503;119;500;118;68,8;2,26;2,42;24,4;0,44;0,28;-;-;-;-;-;-;-;3,8;0;0,27;0;0;0,093;0,057;0,21;0;0;0;0;0,001;0,002;0,079;0,003;-;-;-;-;0;0;0;0,0075;11;-;0,11;1,33;0,5;22;0,26;54;93;-;3;0,82;0;5;0;0,01;0,8;-;0;0,083;0,062;2,06;0,14
207;Vermicelle de riz, cuite, non salée;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;379;89,3;378;89,1;77,8;1,43;1,5;20,1;< 0,5;< 0,2;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;19,3;< 0,5;0;< 0,25;0;0;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0;0,024;5,2;6,22;0,03;0,08;< 20;1,3;0,05;13;2,2;< 20;9,5;0,15;0;0;< 0,25;0,03;< 0,8;-;< 0,5;< 0,015;< 0,01;< 0,1;0,054
208;Riz thaï, cuit, non salé;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;605;143;602;142;64,7;2,92;3,06;30,5;0,7;traces;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;30,3;1,1;0;< 0,25;0;0;0,3;0,28;0,1;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,23;0,07;0,28;0,1;< 0,01;< 0,01;< 0,01;< 0,01;-;< 0,013;5,7;< 20;0,1;< 0,05;< 20;4;0,25;24;12;< 20;< 5;0,55;-;< 5;< 0,25;-;< 0,8;-;< 0,5;< 0,015;< 0,01;< 0,1;0,068
209;Riz sauvage, cuit, non salé;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;430;102;427;101;73,9;3,8;3,99;19,7;0,34;0,73;0,2;-;0,2;-;-;0,33;-;1,8;0;0,4;0;0;0,049;0,05;0,21;0;0;0;0;0;0;0,046;0,003;-;-;-;-;0;0;0;0,0075;3;-;0,12;0,6;-;32;0,28;82;101;-;3;1,34;0;2;0;0,24;0,5;-;0;0,052;0,087;1,29;0,15
210;Riz rouge, cuit, non salé;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;598;141;595;141;63,1;3,45;3,63;28,2;0,69;-;< 0,5;-;< 0,5;< 0,5;< 0,5;< 0,5;27;4;0;0,6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,0088;19,9;38;-;< 1;< 10;54,5;< 1;156;75,4;< 5;3,5;< 1;-;< 50;-;< 0,1;-;-;-;0,11;< 0,05;< 0,05;0,29
211;Vermicelle de soja, cuite, non salée;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;260;61,2;259;61,1;84,4;< 0,57;< 0,63;14,4;0,1;-;< 0,5;-;< 0,5;< 0,5;< 0,5;< 0,5;14,4;0,8;0;< 0,1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,0063;14,2;39;-;< 1;< 10;2,9;< 1;10;1,2;< 5;2,5;< 1;-;< 50;-;< 0,1;-;-;-;< 0,05;< 0,05;< 0,05;0,11
212;Boulgour de blé, cuit, non salé;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;471;111;467;110;71,5;3,73;4;21,7;0,5;traces;< 0,2;< 0,2;< 0,2;< 0,2;< 0,2;< 0,2;18,4;2,2;< 0,5;0,35;0;0,021;0,11;0,07;0,24;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,09;0,02;0,07;0,23;0,01;< 0,01;< 0,01;< 0,01;0;0,018;14;21,1;0,16;0,55;< 20;22;0,46;66;95;< 20;7;0,73;0;< 5;0;< 0,08;0,5;-;< 0,5;0,047;< 0,01;0,34;0,19
213;Pâtes sèches, au blé complet, cuites, non salées;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;541;128;535;127;67,5;4,55;4,88;23,4;0,9;0,6;< 0,2;-;< 0,2;< 0,2;0,6;< 0,2;21,6;3,3;0;0,34;0;0;0,099;0,075;0,21;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,093;0,0062;0,075;0,2;0,012;< 0,01;< 0,01;< 0,01;< 0,7;< 0,01;22;11,5;0,19;0,98;< 20;36;0,76;110;65;< 20;< 5;0,99;0;< 5;0;< 0,08;< 0,8;-;< 0,5;0,07;0,021;0,16;0,19
214;Blé dur précuit, grains entiers, cuit, non salé;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;630;149;623;147;61,9;5,54;5,94;27,4;0,9;traces;< 0,2;< 0,2;< 0,2;< 0,2;< 0,2;< 0,2;25;3,8;< 0,5;0,4;0;0,017;0,23;0,25;0,33;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,17;0,05;0,25;0,31;0,02;< 0,01;< 0,01;< 0,01;0,16;< 0,013;21;< 20;0,17;0,78;< 20;28;0,8;96;99;< 20;< 5;0,71;0;< 5;0;< 0,08;-;-;< 0,5;0,061;< 0,01;0,26;0,29
215;Flocons d'avoine, bouillis/cuits à l'eau;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030101;pâtes, riz et céréales cuits;318;75,5;315;74,7;-;2,54;2,72;11,9;1,52;0,27;0;0,02;0;0;0;0,25;11,6;1,7;0;0,34;0;0;0,31;0,44;0,56;0;0;0;0;0;0,005;0,28;0,021;0,42;0,54;0,018;-;0;0;0;0,01;9;-;0,074;0,9;0,3;27;0,58;77;70;-;4;1;0;0;0;0,08;0,3;-;0;0,076;0,016;0,23;0,31
216;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030102;pâtes, riz et céréales crus;1500;355;1500;353;12,2;7,14;7,5;78,1;1;0,5;-;-;-;-;-;-;-;1,5;0;0,025;0;0;0,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,025;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-
217;Riz thaï ou basmati, cuit, non salé;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030102;pâtes, riz et céréales crus;-;-;-;-;67,8;2,86;3;28,3;-;< 0,2;< 0,2;-;< 0,2;< 0,2;< 0,2;< 0,2;26,4;0,8;0;0,11;0;0;-;-;-;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;1,11;< 0,01;10;9,38;0,07;0,07;< 20;7,2;0,26;29;11;< 20;< 5;0,44;-;< 5;-;< 0,08;< 0,8;-;< 0,5;0,01;< 0,01;< 0,1;0,16
218;Riz thaï ou basmati, cru;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030102;pâtes, riz et céréales crus;1500;353;1490;351;12,4;7,67;8,06;77,8;0,84;0,17;< 0,2;-;< 0,2;< 0,2;< 0,2;0,17;-;0,92;0;0,34;0;0;0,19;0,3;0,23;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,17;0,022;0,3;0,22;0,0068;< 0,01;< 0,01;< 0,01;-;0,014;-;-;-;-;-;-;-;-;-;-;6,39;-;-;-;-;-;-;-;-;-;-;-;-
219;Riz sauvage, cru;;03;pâtes diverses, produits céréaliers;0301;pâtes, riz et céréales;030102;pâtes, riz et céréales crus;1460;344;1450;342;11,5;11,1;11,7;69,2;0,94;2,5;< 0,5;-;< 0,5;< 0,5;< 0,5;0,9;64;5,9;0;1,3;0;0;0,14;0,14;0,59;0;0;0;0;0;0;0,13;0,0096;-;-;-;-;0;0;0;0,0068;6,95;78;< 1;< 1;< 10;90,1;1,1;317;298;< 5;2,7;3,7;0;< 50;0;< 0,1;1,9;-;0;0,41;0,15;3,5;1,1
